LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
USA,HOUSECOST,PRICEINCOME,IDX2015,Q,2019-Q1,107.2680827,
USA,HOUSECOST,PRICEINCOME,IDX2015,Q,2019-Q2,108.5118393,
USA,HOUSECOST,PRICEINCOME,IDX2015,Q,2019-Q3,108.725291,
USA,HOUSECOST,PRICEINCOME,IDX2015,Q,2019-Q4,109.6888995,
USA,HOUSECOST,PRICEINCOME,IDX2015,Q,2020-Q1,110.7143268,
USA,HOUSECOST,PRICEINCOME,IDX2015,Q,2020-Q2,101.8582989,
USA,HOUSECOST,PRICEINCOME,IDX2015,Q,2020-Q3,109.3061527,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1970-Q1,93.15097484,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1970-Q2,91.53624416,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1970-Q3,91.6099253,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1970-Q4,91.60282995,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1971-Q1,93.19620271,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1971-Q2,95.75495192,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1971-Q3,95.46800717,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1971-Q4,97.0512792,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1972-Q1,95.52272858,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1972-Q2,97.32812919,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1972-Q3,98.31178713,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1972-Q4,100.2273684,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1973-Q1,103.1570565,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1973-Q2,104.5261384,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1973-Q3,105.8408014,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1973-Q4,105.1857294,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1974-Q1,104.9269495,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1974-Q2,104.6730137,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1974-Q3,104.5624191,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1974-Q4,102.2643743,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1975-Q1,101.6866931,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1975-Q2,101.3369643,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1975-Q3,99.75727951,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1975-Q4,99.88054289,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1976-Q1,99.78965961,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1976-Q2,101.6369759,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1976-Q3,101.2616681,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1976-Q4,102.4514366,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1977-Q1,103.2290278,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1977-Q2,104.6325943,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1977-Q3,105.5488343,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1977-Q4,107.3054694,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1978-Q1,107.7959454,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1978-Q2,108.2585783,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1978-Q3,108.5175823,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1978-Q4,108.7318253,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1979-Q1,110.2610265,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1979-Q2,109.1292513,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1979-Q3,107.2622623,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1979-Q4,104.6746703,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1980-Q1,101.5915575,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1980-Q2,97.35639643,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1980-Q3,100.0214562,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1980-Q4,97.02046645,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1981-Q1,95.61782815,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1981-Q2,94.80604422,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1981-Q3,92.1000051,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1981-Q4,91.22344615,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1982-Q1,91.81119594,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1982-Q2,89.8217395,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1982-Q3,87.86435647,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1982-Q4,89.82900489,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1983-Q1,90.15077172,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1983-Q2,90.14025011,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1983-Q3,90.0535727,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1983-Q4,89.61428251,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1984-Q1,89.6656258,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1984-Q2,89.85809541,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1984-Q3,89.64895024,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1984-Q4,89.77070188,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1985-Q1,89.67128183,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1985-Q2,89.69863398,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1985-Q3,90.08015111,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1985-Q4,90.31129771,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1986-Q1,90.66721955,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1986-Q2,91.25488573,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1986-Q3,92.16928338,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1986-Q4,93.09566548,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1987-Q1,93.8795777,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1987-Q2,94.49167397,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1987-Q3,94.99346982,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1987-Q4,94.89776546,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1988-Q1,95.17430162,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1988-Q2,96.23063063,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1988-Q3,96.05147355,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1988-Q4,96.33795441,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1989-Q1,96.50810233,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1989-Q2,96.62504003,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1989-Q3,97.4548787,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1989-Q4,97.40434305,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1990-Q1,96.58944097,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1990-Q2,95.15466306,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1990-Q3,93.3932932,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1990-Q4,92.42509694,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1991-Q1,91.94076212,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1991-Q2,91.24529358,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1991-Q3,90.62579994,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1991-Q4,90.56692205,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1992-Q1,90.79602406,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1992-Q2,90.04489097,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1992-Q3,90.15264287,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1992-Q4,90.18822578,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1993-Q1,89.53271796,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1993-Q2,89.68432387,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1993-Q3,89.80144437,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1993-Q4,90.04327224,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1994-Q1,90.01946331,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1994-Q2,90.15889928,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1994-Q3,90.00762501,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1994-Q4,89.74830759,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1995-Q1,89.69743394,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1995-Q2,89.34917321,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1995-Q3,89.45574755,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1995-Q4,89.18805316,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1996-Q1,89.25625844,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1996-Q2,89.21953796,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1996-Q3,89.06982578,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1996-Q4,88.99037342,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1997-Q1,88.86883846,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1997-Q2,88.91842007,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1997-Q3,88.89369213,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1997-Q4,89.07217612,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1998-Q1,89.45882398,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1998-Q2,89.93714692,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1998-Q3,90.35977499,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1998-Q4,90.97206525,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1999-Q1,91.93610622,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1999-Q2,92.60078943,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1999-Q3,93.43211786,
USA,HOUSECOST,PRICERENT,IDX2015,Q,1999-Q4,94.18567176,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2000-Q1,94.96603796,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2000-Q2,95.79362479,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2000-Q3,96.47879885,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2000-Q4,97.29995116,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2001-Q1,98.27256656,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2001-Q2,98.79991257,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2001-Q3,99.3100679,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2001-Q4,99.8747759,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2002-Q1,100.4716582,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2002-Q2,101.483251,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2002-Q3,102.7186951,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2002-Q4,104.0659057,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2003-Q1,105.3779115,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2003-Q2,106.6551126,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2003-Q3,108.0612334,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2003-Q4,109.7568631,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2004-Q1,111.5625685,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2004-Q2,113.2873923,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2004-Q3,115.4345104,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2004-Q4,117.6995168,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2005-Q1,119.714845,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2005-Q2,122.2169737,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2005-Q3,124.8429413,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2005-Q4,126.5457697,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2006-Q1,127.331534,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2006-Q2,126.7885103,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2006-Q3,125.5999588,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2006-Q4,124.998202,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2007-Q1,124.6661346,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2007-Q2,123.3201825,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2007-Q3,120.785553,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2007-Q4,117.8985256,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2008-Q1,114.356813,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2008-Q2,110.642191,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2008-Q3,107.1674785,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2008-Q4,103.8338456,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2009-Q1,102.9908133,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2009-Q2,101.1187309,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2009-Q3,100.5949534,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2009-Q4,100.9020827,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2010-Q1,100.191307,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2010-Q2,99.69824073,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2010-Q3,97.92579091,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2010-Q4,96.48565613,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2011-Q1,93.96871713,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2011-Q2,92.84754592,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2011-Q3,92.55855665,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2011-Q4,91.95137362,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2012-Q1,91.81683741,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2012-Q2,92.76570993,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2012-Q3,93.29792708,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2012-Q4,93.93364757,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2013-Q1,95.21224967,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2013-Q2,96.54409195,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2013-Q3,97.38359361,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2013-Q4,97.69990135,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2014-Q1,98.15632651,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2014-Q2,98.20170948,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2014-Q3,98.44201064,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2014-Q4,98.91597415,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2015-Q1,99.38463069,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2015-Q2,99.81586305,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2015-Q3,100.1272386,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2015-Q4,100.6722677,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2016-Q1,101.1112344,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2016-Q2,101.5592824,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2016-Q3,102.1532074,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2016-Q4,102.7166569,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2017-Q1,103.1111522,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2017-Q2,104.024309,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2017-Q3,104.7010471,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2017-Q4,105.4183094,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2018-Q1,106.3984481,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2018-Q2,106.956196,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2018-Q3,107.2615457,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2018-Q4,107.72043,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2019-Q1,108.0374096,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2019-Q2,108.4572587,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2019-Q3,108.5400956,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2019-Q4,109.5051327,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2020-Q1,110.4348498,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2020-Q2,110.7916088,
USA,HOUSECOST,PRICERENT,IDX2015,Q,2020-Q3,113.6922742,
USA,HOUSECOST,REAL,IDX2015,Q,1970-Q1,55.12910173,
USA,HOUSECOST,REAL,IDX2015,Q,1970-Q2,54.93030736,
USA,HOUSECOST,REAL,IDX2015,Q,1970-Q3,55.42334804,
USA,HOUSECOST,REAL,IDX2015,Q,1970-Q4,55.6746012,
USA,HOUSECOST,REAL,IDX2015,Q,1971-Q1,56.2155938,
USA,HOUSECOST,REAL,IDX2015,Q,1971-Q2,57.10940011,
USA,HOUSECOST,REAL,IDX2015,Q,1971-Q3,57.31009144,
USA,HOUSECOST,REAL,IDX2015,Q,1971-Q4,58.62912793,
USA,HOUSECOST,REAL,IDX2015,Q,1972-Q1,57.76268823,
USA,HOUSECOST,REAL,IDX2015,Q,1972-Q2,59.02842279,
USA,HOUSECOST,REAL,IDX2015,Q,1972-Q3,59.87412557,
USA,HOUSECOST,REAL,IDX2015,Q,1972-Q4,60.95999236,
USA,HOUSECOST,REAL,IDX2015,Q,1973-Q1,62.4641662,
USA,HOUSECOST,REAL,IDX2015,Q,1973-Q2,62.67291281,
USA,HOUSECOST,REAL,IDX2015,Q,1973-Q3,63.36611655,
USA,HOUSECOST,REAL,IDX2015,Q,1973-Q4,63.68680047,
USA,HOUSECOST,REAL,IDX2015,Q,1974-Q1,62.97044425,
USA,HOUSECOST,REAL,IDX2015,Q,1974-Q2,62.28062458,
USA,HOUSECOST,REAL,IDX2015,Q,1974-Q3,62.53117972,
USA,HOUSECOST,REAL,IDX2015,Q,1974-Q4,61.59391798,
USA,HOUSECOST,REAL,IDX2015,Q,1975-Q1,61.72092169,
USA,HOUSECOST,REAL,IDX2015,Q,1975-Q2,61.74717914,
USA,HOUSECOST,REAL,IDX2015,Q,1975-Q3,60.4918038,
USA,HOUSECOST,REAL,IDX2015,Q,1975-Q4,60.65908833,
USA,HOUSECOST,REAL,IDX2015,Q,1976-Q1,60.699275,
USA,HOUSECOST,REAL,IDX2015,Q,1976-Q2,61.71121719,
USA,HOUSECOST,REAL,IDX2015,Q,1976-Q3,61.71094344,
USA,HOUSECOST,REAL,IDX2015,Q,1976-Q4,62.01649998,
USA,HOUSECOST,REAL,IDX2015,Q,1977-Q1,62.3574492,
USA,HOUSECOST,REAL,IDX2015,Q,1977-Q2,63.46691833,
USA,HOUSECOST,REAL,IDX2015,Q,1977-Q3,64.46807471,
USA,HOUSECOST,REAL,IDX2015,Q,1977-Q4,65.86456643,
USA,HOUSECOST,REAL,IDX2015,Q,1978-Q1,66.55695183,
USA,HOUSECOST,REAL,IDX2015,Q,1978-Q2,67.23388718,
USA,HOUSECOST,REAL,IDX2015,Q,1978-Q3,68.42373795,
USA,HOUSECOST,REAL,IDX2015,Q,1978-Q4,69.29630892,
USA,HOUSECOST,REAL,IDX2015,Q,1979-Q1,70.71472291,
USA,HOUSECOST,REAL,IDX2015,Q,1979-Q2,70.57816049,
USA,HOUSECOST,REAL,IDX2015,Q,1979-Q3,70.64664245,
USA,HOUSECOST,REAL,IDX2015,Q,1979-Q4,70.57751318,
USA,HOUSECOST,REAL,IDX2015,Q,1980-Q1,69.63953817,
USA,HOUSECOST,REAL,IDX2015,Q,1980-Q2,68.3300933,
USA,HOUSECOST,REAL,IDX2015,Q,1980-Q3,69.33133221,
USA,HOUSECOST,REAL,IDX2015,Q,1980-Q4,68.09314828,
USA,HOUSECOST,REAL,IDX2015,Q,1981-Q1,66.80152291,
USA,HOUSECOST,REAL,IDX2015,Q,1981-Q2,66.77397304,
USA,HOUSECOST,REAL,IDX2015,Q,1981-Q3,66.7228979,
USA,HOUSECOST,REAL,IDX2015,Q,1981-Q4,66.07612592,
USA,HOUSECOST,REAL,IDX2015,Q,1982-Q1,65.95034352,
USA,HOUSECOST,REAL,IDX2015,Q,1982-Q2,65.44299704,
USA,HOUSECOST,REAL,IDX2015,Q,1982-Q3,64.26216902,
USA,HOUSECOST,REAL,IDX2015,Q,1982-Q4,64.32503696,
USA,HOUSECOST,REAL,IDX2015,Q,1983-Q1,64.75736103,
USA,HOUSECOST,REAL,IDX2015,Q,1983-Q2,64.80779367,
USA,HOUSECOST,REAL,IDX2015,Q,1983-Q3,64.54803538,
USA,HOUSECOST,REAL,IDX2015,Q,1983-Q4,64.58068987,
USA,HOUSECOST,REAL,IDX2015,Q,1984-Q1,64.71416941,
USA,HOUSECOST,REAL,IDX2015,Q,1984-Q2,65.05948622,
USA,HOUSECOST,REAL,IDX2015,Q,1984-Q3,65.29038151,
USA,HOUSECOST,REAL,IDX2015,Q,1984-Q4,65.80101505,
USA,HOUSECOST,REAL,IDX2015,Q,1985-Q1,65.83101878,
USA,HOUSECOST,REAL,IDX2015,Q,1985-Q2,66.30932301,
USA,HOUSECOST,REAL,IDX2015,Q,1985-Q3,67.11591316,
USA,HOUSECOST,REAL,IDX2015,Q,1985-Q4,67.83007813,
USA,HOUSECOST,REAL,IDX2015,Q,1986-Q1,68.48974854,
USA,HOUSECOST,REAL,IDX2015,Q,1986-Q2,70.00793374,
USA,HOUSECOST,REAL,IDX2015,Q,1986-Q3,71.01129208,
USA,HOUSECOST,REAL,IDX2015,Q,1986-Q4,72.13548754,
USA,HOUSECOST,REAL,IDX2015,Q,1987-Q1,72.8880386,
USA,HOUSECOST,REAL,IDX2015,Q,1987-Q2,73.54708833,
USA,HOUSECOST,REAL,IDX2015,Q,1987-Q3,74.02011274,
USA,HOUSECOST,REAL,IDX2015,Q,1987-Q4,74.26755277,
USA,HOUSECOST,REAL,IDX2015,Q,1988-Q1,74.9038254,
USA,HOUSECOST,REAL,IDX2015,Q,1988-Q2,75.64867099,
USA,HOUSECOST,REAL,IDX2015,Q,1988-Q3,75.44211587,
USA,HOUSECOST,REAL,IDX2015,Q,1988-Q4,75.69164809,
USA,HOUSECOST,REAL,IDX2015,Q,1989-Q1,75.75753956,
USA,HOUSECOST,REAL,IDX2015,Q,1989-Q2,75.70410054,
USA,HOUSECOST,REAL,IDX2015,Q,1989-Q3,76.88260589,
USA,HOUSECOST,REAL,IDX2015,Q,1989-Q4,77.19717884,
USA,HOUSECOST,REAL,IDX2015,Q,1990-Q1,76.35399926,
USA,HOUSECOST,REAL,IDX2015,Q,1990-Q2,75.60698136,
USA,HOUSECOST,REAL,IDX2015,Q,1990-Q3,74.76782902,
USA,HOUSECOST,REAL,IDX2015,Q,1990-Q4,73.59635261,
USA,HOUSECOST,REAL,IDX2015,Q,1991-Q1,73.75958539,
USA,HOUSECOST,REAL,IDX2015,Q,1991-Q2,73.3527845,
USA,HOUSECOST,REAL,IDX2015,Q,1991-Q3,72.99724173,
USA,HOUSECOST,REAL,IDX2015,Q,1991-Q4,73.10193442,
USA,HOUSECOST,REAL,IDX2015,Q,1992-Q1,73.52486255,
USA,HOUSECOST,REAL,IDX2015,Q,1992-Q2,72.93967446,
USA,HOUSECOST,REAL,IDX2015,Q,1992-Q3,73.09522324,
USA,HOUSECOST,REAL,IDX2015,Q,1992-Q4,73.15239498,
USA,HOUSECOST,REAL,IDX2015,Q,1993-Q1,72.75358566,
USA,HOUSECOST,REAL,IDX2015,Q,1993-Q2,72.99154017,
USA,HOUSECOST,REAL,IDX2015,Q,1993-Q3,73.21589741,
USA,HOUSECOST,REAL,IDX2015,Q,1993-Q4,73.48552784,
USA,HOUSECOST,REAL,IDX2015,Q,1994-Q1,73.89588275,
USA,HOUSECOST,REAL,IDX2015,Q,1994-Q2,74.09343226,
USA,HOUSECOST,REAL,IDX2015,Q,1994-Q3,74.0056805,
USA,HOUSECOST,REAL,IDX2015,Q,1994-Q4,74.04416884,
USA,HOUSECOST,REAL,IDX2015,Q,1995-Q1,74.13960818,
USA,HOUSECOST,REAL,IDX2015,Q,1995-Q2,74.12444711,
USA,HOUSECOST,REAL,IDX2015,Q,1995-Q3,74.5207305,
USA,HOUSECOST,REAL,IDX2015,Q,1995-Q4,74.60493926,
USA,HOUSECOST,REAL,IDX2015,Q,1996-Q1,74.85110376,
USA,HOUSECOST,REAL,IDX2015,Q,1996-Q2,74.83751918,
USA,HOUSECOST,REAL,IDX2015,Q,1996-Q3,75.00794296,
USA,HOUSECOST,REAL,IDX2015,Q,1996-Q4,74.92031703,
USA,HOUSECOST,REAL,IDX2015,Q,1997-Q1,75.06685251,
USA,HOUSECOST,REAL,IDX2015,Q,1997-Q2,75.48245504,
USA,HOUSECOST,REAL,IDX2015,Q,1997-Q3,75.84082285,
USA,HOUSECOST,REAL,IDX2015,Q,1997-Q4,76.42035811,
USA,HOUSECOST,REAL,IDX2015,Q,1998-Q1,77.35925064,
USA,HOUSECOST,REAL,IDX2015,Q,1998-Q2,78.29087679,
USA,HOUSECOST,REAL,IDX2015,Q,1998-Q3,79.06026646,
USA,HOUSECOST,REAL,IDX2015,Q,1998-Q4,80.1523921,
USA,HOUSECOST,REAL,IDX2015,Q,1999-Q1,81.12029636,
USA,HOUSECOST,REAL,IDX2015,Q,1999-Q2,81.88046579,
USA,HOUSECOST,REAL,IDX2015,Q,1999-Q3,82.71204457,
USA,HOUSECOST,REAL,IDX2015,Q,1999-Q4,83.46323503,
USA,HOUSECOST,REAL,IDX2015,Q,2000-Q1,84.23270076,
USA,HOUSECOST,REAL,IDX2015,Q,2000-Q2,85.26686045,
USA,HOUSECOST,REAL,IDX2015,Q,2000-Q3,86.08324078,
USA,HOUSECOST,REAL,IDX2015,Q,2000-Q4,87.10065607,
USA,HOUSECOST,REAL,IDX2015,Q,2001-Q1,88.10958854,
USA,HOUSECOST,REAL,IDX2015,Q,2001-Q2,89.11829406,
USA,HOUSECOST,REAL,IDX2015,Q,2001-Q3,90.42554885,
USA,HOUSECOST,REAL,IDX2015,Q,2001-Q4,91.78990999,
USA,HOUSECOST,REAL,IDX2015,Q,2002-Q1,93.15055756,
USA,HOUSECOST,REAL,IDX2015,Q,2002-Q2,94.14963748,
USA,HOUSECOST,REAL,IDX2015,Q,2002-Q3,95.48082792,
USA,HOUSECOST,REAL,IDX2015,Q,2002-Q4,96.94589714,
USA,HOUSECOST,REAL,IDX2015,Q,2003-Q1,97.97685401,
USA,HOUSECOST,REAL,IDX2015,Q,2003-Q2,99.5267819,
USA,HOUSECOST,REAL,IDX2015,Q,2003-Q3,100.8643465,
USA,HOUSECOST,REAL,IDX2015,Q,2003-Q4,102.6839515,
USA,HOUSECOST,REAL,IDX2015,Q,2004-Q1,104.1059636,
USA,HOUSECOST,REAL,IDX2015,Q,2004-Q2,105.9960968,
USA,HOUSECOST,REAL,IDX2015,Q,2004-Q3,108.1973609,
USA,HOUSECOST,REAL,IDX2015,Q,2004-Q4,109.9456729,
